Is Volta buried in the city of Como ?,NULL,
Was his 1800 paper written in French ?,NULL,
Are Count Volta 's original instruments and papers on display there ?,NULL,
Did he not realize that the frog 's leg served as both a conductor of electricity -LRB- we would now call it an electrolyte -RRB- and as a detector of electricity ?,NULL,
Does this not make the zinc rod the negative electrode and the copper rod the positive electrode ?,NULL,
What happened with $ its invention?,NULL,
HWhat happened at the electromotive force -LRB- emf -RRB- of a galvanic cell?,NULL,
What happened in 1800?,NULL,
What was an Italian savant?,NULL,
What was an Italian savant?,NULL,
Who is most noted for his contributions to the theory of molarity and molecular weight?,Amedeo Avogadro,
Who is most noted for his contributions to the theory of molarity and molecular weight?,NULL,
Who is most noted for his contributions to the theory of molarity and molecular weight?,NULL,
Who graduated in ecclesiastical law at the early age of 20 and began to practice?,Amedeo Avogadro,
Who graduated in ecclesiastical law at the early age of 20 and began to practice?,blah,
Who graduated in ecclesiastical law at the early age of 20 and began to practice?,NULL,
When did he publish another memoria?,1821,
When did he publish another memoria?,NULL,
When did he publish another memoria?,NULL,
When did he become a professor?,1820,
When did he become a professor?,NULL,
When did he become a professor?,NULL,
Is it true that he became a professor in 1820?,yes,
Is it true that he became a professor in 1820?,NULL,
Is it true that he became a professor in 1820?,NULL,
Was Lorenzo Romano Amedeo Carlo Avogadro an Italian savant?,yes,
Was Lorenzo Romano Amedeo Carlo Avogadro an Italian savant?,NULL,
Was Lorenzo Romano Amedeo Carlo Avogadro an Italian savant?,NULL,
Was Amedeo Avogadro born in Turin August 9th 1776 to a noble ancient family of Piedmont,,
Was Amedeo Avogadro born in Turin August 9th 1776 to a noble ancient family of Piedmont,,
Was Amedeo Avogadro born in Turin August 9th 1776 to a noble ancient family of Piedmont,,
Is he most noted for his contributions to the theory of molarity and molecular weight?,yes,
Is he most noted for his contributions to the theory of molarity and molecular weight?,NULL,
Is he most noted for his contributions to the theory of molarity and molecular weight?,NULL,
,NULL,
,NULL,
,NULL,
,NULL,
,NULL,
,NULL,
Who confirm that he sponsored and helped some Sardinian plotters who were organising a revolution in that island ,,
Who confirm that he sponsored and helped some Sardinian plotters who were organising a revolution in that island ,,
He is what?,NULL,
He is what?,NULL,
The unification of Italy did what?,NULL,
Was King Victor Emmanuel III there to pay homage to Avogadro ?,yes,
Was King Victor Emmanuel III there to pay homage to Avogadro ?,NULL,
Was King Victor Emmanuel III there to pay homage to Avogadro ?,NULL,
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,yes,
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,NULL,
Is Avogadro 's number commonly used to compute the results of chemical reactions ?,NULL,
Is it approximately 6.0221415 10 23 ?,NULL,
Is it approximately 6.0221415 10 23 ?,NULL,
Did the scientific community not reserve great attention to his theory ?,yes,
Did the scientific community not reserve great attention to his theory ?,NULL,
Did the scientific community not reserve great attention to his theory ?,NULL,
Does it not allow chemists to determine the exact amounts of substances produced in a given reaction ?,NULL,
Does it not allow chemists to determine the exact amounts of substances produced in a given reaction ?,NULL,
Was King Victor Emmanuel III there to pay homage to Avogadro ?,yes,
Was King Victor Emmanuel III there to pay homage to Avogadro ?,NULL,
Was King Victor Emmanuel III there to pay homage to Avogadro ?,NULL,
Can the title of this famous 1811 paper be roughly translated into english?,yes,
Can the title of this famous 1811 paper be roughly translated into english?,NULL,
Can the title of this famous 1811 paper be roughly translated into english?,,
What happened in french?,NULL,
What happened in french?,,
What happened in 1833?,Avogadro had been recalled to Turin university,
What happened in 1833?,NULL,
What happened in 1833?,blah blah blah,
Who determined the dependence of the boiling of water with atmospheric pressure?,Anders Celsius,
What is named after him?,The Celsius crater on the Moon,
When did he publish a collection?,1733,
Is it true that he published a collection in 1738?,No,
Is it true that thermometer had 100 for the freezing point?,Yes,
Was Celsius born in Uppsala in Sweden?,Yes,
Was Anders Celsius (November 27,,
Is The Celsius crater on the Moon named after him?,Yes,
Who was the first to perform and publish careful experiments aiming at the definition of an international temperature scale on scientific grounds ?,Anders Celsius,
The Celsius crater on the Moon is what?,named after him,
Is the Celsius crater on the Moon named after him ?,Yes,
Had his thermometer 100 for the freezing point of water and 0 for the boiling point ?,Yes it had,
Was Celsius born in Uppsala in Sweden ?,Yes,
Is the Celsius crater on the Moon named after him ?,Yes,
Did he not determine the dependence of the boiling of water with atmospheric pressure -LRB- in excellent agreement with modern data -RRB- ?,Yes he did,
What happened from 1730 to 1744?,He was professor of astronomy at Uppsala University,
What happened in 1745?,The scale was reversed,
Are beetles insects?,Yes,
Are beetles insects?,Yes,
Can beetles be found in polar regions?,No,
Can beetles be found in polar regions?,No,
Do beetles antennae function primarily as organs of smell?,Yes,
Do beetles antennae function primarily as organs of smell?,Yes,
What are the three sections of a beetle?,the head,
What are the three sections of a beetle?,The head,
Which defense mechanism uses colour or shape to deceive potential enemies?,mimicry,
Which defense mechanism uses colour or shape to deceive potential enemies?,Mimicry,
Which type of beetle is a pest of potato plants?,Colorado potato beetle,
Which type of beetle is a pest of potato plants?,Colorado potato beetle,
How can beetle larvae be differentiated from other insect larvae?,their hardened,
How can beetle larvae be differentiated from other insect larvae?,By their hardened,
What do beetles eat?,Some are generalists,
What do beetles eat?,They often feed on plants and fungi,
What are the similarities between beetles and grasshoppers?,mouthparts,
What are the similarities between beetles and grasshoppers?,Beetles have mouthparts similar to those of grasshoppers,
Are certain species of beetles considered pests?,Yes,
Are certain species of beetles considered pests?,yes,
Is a beetle's general anatomy uniform?,Yes,
Is a beetle's general anatomy uniform?,yes,
Are beetles endopterygotes?,yes,
Are beetles endopterygotes?,yes,
How many species of beetles are there?,350,
How many species of beetles are there?,about 350,
When are sperm cells transferred to the female?,during pairing,
When are sperm cells transferred to the female?,During pairing,
What is the study of beetles called?,coleopterology,
What is the study of beetles called?,coleopterology,
Is it possible that there are more than 350,,
Is it possible that there are more than 350,,
Is the Adephaga suborder larger than the Polyphaga suborder?,no,
Is the Adephaga suborder larger than the Polyphaga suborder?,yes,
Do carrion beetles eat dung?,no,
Do carrion beetles eat dung?,no,
What are prey of various animals including birds and mammals?,Beetles.,
What was given by Aristotle for the hardened shield like forewings?,"The name ""Coleoptera"".",
Who or what vary greatly in form within the coleoptera?,Antennae.,
Are many beetles territorial?,Yes.,
Are beetles endopterygotes with complete metamorphosis?,Yes.,
Oxygen is what?,One kind of gas obtained via a tracheal system.,
Is there a thriving industry in the collection of beetle specimens for amateur and professional collectors ?,Yes.,
Have coleopterists formed organisations to facilitate the study of beetles ?,Yes.,
Is the study of beetles called coleopterology ,,
May a single female lay from several dozen to several thousand eggs during her lifetime ?,Yes.,
Can beetles be found in almost all habitats?,Yes.,
What happened on plants and fungi?,They are food to beetles.,
Was Calvin Coolidge the twenty-ninth vice president?,no,
Was Calvin Coolidge the twenty-ninth vice president?,Yes,
Was Calvin Coolidge born in Plymouth,,
Was Calvin Coolidge born in Plymouth,,
Did Coolidge graduate from Black River Academy?,yes,
Did Coolidge graduate from Black River Academy?,Yes,
When did he drop John from his name?,upon graduating from college,
When did he drop John from his name?,Upon graduating from college,
When did Coolidge meet and marry Grace Anna Goodhue?,1905,
When did Coolidge meet and marry Grace Anna Goodhue?,In 1905,
What period of rapid economic growth did the United States experience during Coolidge's presidency?,the Roaring Twenties,
What period of rapid economic growth did the United States experience during Coolidge's presidency?,"the ""Roaring Twenties""",
What did Coolidge do after graduating from Amherst?,Coolidge moved to Northampton,
What did Coolidge do after graduating from Amherst?,Coolidge moved to Northampton,
Of what state was Coolidge governor?,MassachuS08_setts,
Who appointed Harlan Fiske Stone to the Supreme Court?,Coolidge,
Who appointed Harlan Fiske Stone to the Supreme Court?,Coolidge,
Was Coolidge the thirteenth President of the United States?,No,
Was Coolidge the thirteenth President of the United States?,Yes,
Was Calvin Coolidge Republican?,Yes,
Was Calvin Coolidge Republican?,Yes,
Was Calvin Coolidge a governor of MassachuS08_setts?,Yes,
Was Calvin Coolidge a governor of MassachuS08_setts?,Yes,
When was Coolidge born?,July 4 1872,
When was Coolidge born?,Plymouth,
Where did Coolidge's grandfather had government offices?,Plymouth,
Where did Coolidge's grandfather had government offices?,The town of Plymouth Notch,
Which state were Coolidge born in?,Plymouth,
Which state were Coolidge born in?,Vermont,
Is Calvin Jr. older than John Coolidge?,No,
Is Calvin Jr. older than John Coolidge?,No,
Did Coolidge get in Amherst College?,Yes,
Did Coolidge get in Amherst College?,Yes,
What caused Calvin Jr.'s death?,heart attack,
What caused Calvin Jr.'s death?,Heart attack,
Was John Calvin Coolidge Jr. was born in Las Vegas?,No,
Was John Calvin Coolidge Jr. was born in Las Vegas?,no,
Was Coolidge opposed in the Republican nomination for Governor of MassachuS08_setts in 1918?,Yes,
Was Coolidge opposed in the Republican nomination for Governor of MassachuS08_setts in 1918?,no,
Did Coolidge meet and marry Grace Anna Goodhue?,Yes,
Did Coolidge meet and marry Grace Anna Goodhue?,yes,
What year did Coolidge open his own law office?,1898,
What year did Coolidge open his own law office?,1898,
What fraternity was Coolidge a member of?,Phi Gamma Delta,
What fraternity was Coolidge a member of?,phi gamma delta,
In 1905 Coolidge met and married whom?,Grace Anna Goodhue,
In 1905 Coolidge met and married whom?,Grace Anna Goodhue,
Why did Coolidge not attend law school?,It was too expensive,
Why did Coolidge not attend law school?,cost,
Have there been other US presidents that have visited Cuba?,No,
Have there been other US presidents that have visited Cuba?,no,
What years were Coolidge's two sons born in?,1906 and 1908,
What years were Coolidge's two sons born in?,1906 and 1908,
What thrust him into the national spotlight?,NULL,
What to be born on the fourth of July?,NULL,
Who was the elder of two children of John Calvin Sr and Victoria Coolidge?,NULL,
Who or what placed as high as sixth in the voting?,NULL,
Is it true that he appointed stone to the supreme court?,NULL,
What do well - received and he have in common?,NULL,
What did Coolidge address in 1924?,NULL,
Was Coolidge more outspoken?,NULL,
Was Coolidge admitted to the bar?,NULL,
What emigrated from Cambridge?,NULL,
What graduated from Black?,NULL,
What Retrieved on May?,NULL,
He later what?,NULL,
They were what?,NULL,
The Republicans retained what?,NULL,
(NNP Harding #)(NNP Death )))(PP (IN in )(NP (NP (NN office ))(PP (IN for )(NP (DT a )(JJ full )(NN description )(NNP Vice )(NNP President )(person (NNP Coolidge ))))))))(VP (VP (VBD was )(VP (VBG visiting )(NP (PRP$ his )(NN family )(NN home ))))(,,
,NULL,
,NULL,
Was 364 Stone later appointed Chief Justice by President Franklin D. Roosevelt ?,NULL,
Did Coolidge not publish his autobiography in 1929 and write a syndicated newspaper column ,,
Were the more well-known Coolidges ,,
Is the genius of the average the most convincing proof of $ his strength?,NULL,
What happened from tuberculosis?,NULL,
What happened from black river academy ,,
Did France cede nearly all of its colonies in Europe in 1763?,Yes.,
Did France cede nearly all of its colonies in Europe in 1763?,yes,
Did France cede nearly all of its colonies in Europe in 1763?,NULL,
Is Canada a member of the OECD?,Yes.,
Is Canada a member of the OECD?,yes,
Is Canada a member of the OECD?,NULL,
Is Canada's official language Zulu?,No.,
Is Canada's official language Zulu?,no,
Is Canada's official language Zulu?,NULL,
What is one significant non-official language?,Chinese.,
What is one significant non-official language?,Chinese,
What is one significant non-official language?,NULL,
In addition to Port Royal,,
In addition to Port Royal,,
What was the Consitution Act formerly called?,The British North America Act.,
What was the Consitution Act formerly called?,British North America Act,
What was the Consitution Act formerly called?,NULL,
Which countries established colonies in Canada?,France and Britain.,
Which countries established colonies in Canada?,Fance and Britain,
Which countries established colonies in Canada?,NULL,
How has Canada helped UN peacekeeping efforts?,During the Suez Crisis of 1956,
How has Canada helped UN peacekeeping efforts?,Canada has played a leading role in UN peacekeeping efforts. During the Suez Crisis of 1956,
How has Canada helped UN peacekeeping efforts?,NULL,
What percentage of the population don't speak English or French at home?,28%,
What percentage of the population don't speak English or French at home?,1.50%,
What percentage of the population don't speak English or French at home?,NULL,
Is Canada bilingual?,Yes.,
Is Canada bilingual?,Yes,
Did Canadian soldiers win the Battle of Vimy Ridge in 1917?,Yes,
Did Canadian soldiers win the Battle of Vimy Ridge in 1917?,No,
Is an official language of Canada German?,No.,
Is an official language of Canada German?,No,
How many provinces and territories does Canada have?,A federation now comprising ten provinces and three territories,
How many provinces and territories does Canada have?,Ten provinces and three territories,
What is Canada's national unemployment rate?,While as of October 2007,
What is Canada's national unemployment rate?,In October 2007,
Where is the most densely populated part of Canada?,The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.,
Where is the most densely populated part of Canada?,The most densely populated part of the country is the Quebec City-Windsor Corridor along the Great Lakes and Saint Lawrence River in the southeast.,
What is the largest country in the world?,Canada is the second largest country in the world,
What is the largest country in the world?,Russia.,
What is the largest religious group in Canada?,According to 2001 census,
What is the largest religious group in Canada?,Christian,
When did Canada have one of the largest armed forces in the world?,1944,
When did Canada have one of the largest armed forces in the world?,World War II.,
What have been inhabited for millennia by aboriginal peoples?,The lands,
European books and maps began referring to this region as Canada in what year?,1545,
What was Canada's most important industry until the 1800s?,The fur trade,
Is it true that it angered many residents of the thirteen colonies?,yes,
How do cuba and declining participation relate?,Canada maintains full relations with both.,
Is it true that provinces have a large degree of autonomy?,yes,
What did Canada adopt in 1965?,The Maple Leaf Flag,
What arrived in Britain?,The first Canadian Army units in WW II,
Are Canada 's two official languages English and French ?,yes,
Are Canada 's official national sports ice hockey ( winter ) and lacrosse ( summer ) ?,yes,
Is Canada a geographically vast and ethnically diverse country ?,yes,
Did Mainland Nova Scotia not come under British rule with the Treaty of Utrecht    (: ; ?,no!,
Did Cartier not use the word ` Canada ' to refer to not only that village ,,
Did continental European immigrants not S08_settle the prairies ?,no,
Is it the world 's second largest country by total area?,yes,
What happened in 1867?,Canada was formed as a federal,
Are ducks in the Arctic Northern Hemisphere migratory?,Some are,
Are ducks in the Arctic Northern Hemisphere migratory?,yes,
Is a drake a male?,Yes,
Is a drake a male?,yes,
"Do all ducks ""quack""?",No,
"Do all ducks ""quack""?",no,
What is the name of a specialized species of duck adapted to catch large fish?,the smew,
What animal attracts the most humor and silliness?,The duck,
What animal attracts the most humor and silliness?,the duck,
What is an economic use of a duck?,Meat,
What is an economic use of a duck?,being farmed for their meat,
Who is Daffy Duck?,A silly cartoon character,
Who is Daffy Duck?,a silly cartoon character,
What makes it more difficult for a diving duck to fly?,They are heavier,
What makes it more difficult for a diving duck to fly?,they are heavier,
What are the reasons for hunting wild ducks?,Meat,
Do ducks forage underwater?,yes,
Do ducks forage underwater?,Diving ducks and sea ducks forage underwater,
"Do all ducks ""quack""?",no,
"Do all ducks ""quack""?",No,
Is foie gras often made from ducks?,yes,
Is foie gras often made from ducks?,Yes,
What economic uses to ducks have?,They are farmed for their meat,
What economic uses to ducks have?,They can be farmed for meat,
What kind of ducks feed on land?,Dabbling ducks,
What kind of ducks feed on land?,Dabbling ducks feed on land,
What unrelated water birds are ducks sometimes confused with?,loons or divers,
What unrelated water birds are ducks sometimes confused with?,loons or divers,
What does the word duck mean?,It is the common name for a number of species in the Anatidae family of birds.,
What does the word duck mean?,to bend down low as if to get under something,
What are some common predators of ducks?,Pike,
What are some common predators of ducks?,pike,
How does a Mallard's tongue work?,It's tongue is a flat plate,
How does a Mallard's tongue work?,It uses short spikes to push struggling prey and other food down its throat,
Are diving ducks heavier tha dabbling ducks?,Yes,
Are diving ducks heavier tha dabbling ducks?,Yes,
Are adult ducks fast fliers?,Yes,
Are adult ducks fast fliers?,Yes,
Are ducks an accepted presence in some populated areas?,Yes,
Are ducks an accepted presence in some populated areas?,Yes,
What types of unrelated water birds with similar forms are ducks sometimes confused with?,loons or divers,
What types of unrelated water birds with similar forms are ducks sometimes confused with?,loons or divers,
Why are ducklings particularly vulnerable?,Their inability to fly.,
Why are ducklings particularly vulnerable?,their inability to fly makes them easy prey,
What are some economic uses for duck?,Meat,
What are some economic uses for duck?,being farmed for their meat,
What allows a duck to filter water out of the side of their beaks and keep food inside?,Tiny rows of plates called lamellae,
What allows a duck to filter water out of the side of their beaks and keep food inside?,tiny rows of plates called lamellae like a whale's baleen,
What expression is part of a conceptual framework for testing computer systems?,Quacks like a duck,
What expression is part of a conceptual framework for testing computer systems?,Quacks like a duck,
"Where did the expression ""a sitting duck"" come from?",In many areas,
"Where did the expression ""a sitting duck"" come from?",In many areas,
Is Egypt bordered by the Gaza Strip?,yes,
Is Egypt bordered by the Gaza Strip?,Yes,
Is Egypt the most populated country in Africa?,no,
Is Egypt the most populated country in Africa?,No,
Does Egypt have political influence in the Middle East?,yes,
Does Egypt have political influence in the Middle East?,Yes,
When was the Six Day War?,1967,
When was the Six Day War?,1967,
What religions has Egypt outlawed?,All but Christianity,
What religions has Egypt outlawed?,all religions and belief except Islam,
What is the poulation of Egypt?,more than 78 million,
What is the poulation of Egypt?,78 million people,
Why does most of Egypt's population live near the Nile?,the only arable agricultural land is found there,
Why does most of Egypt's population live near the Nile?,The only arable agricultural land is found there,
Are there a large number of Jews living in Egypt today?,no,
Are there a large number of Jews living in Egypt today?,No,
During what period was Akhenaten a Pharaoh?,The New Kingdom (c.1550&#8722;1070 BC) ,
During what period was Akhenaten a Pharaoh?,The New Kingdom,
Is Egypt in Asia?,No.,
Does Egypt receive the least rainfall in the world?,Yes.,
Does Egypt receive the least rainfall in the world?,Yes,
Does Egypt's foreign policy operates along moderate lines?,Yes.,
Does Egypt's foreign policy operates along moderate lines?,Yes,
Since when has Egypt been a republic?,43333.375,
Since when has Egypt been a republic?,June 18 1953,
When were the Great Sphinx and the Pyramids of Giza built?,During the Old Kingdom.,
When were the Great Sphinx and the Pyramids of Giza built?,During the Old Kingdom,
What countries border Egypt?,Libya,
What countries border Egypt?,Libya,
What is the estimated population of Egypt?,More than 78 million.,
What is the estimated population of Egypt?,78 million,
Does snow fall in Egypt?,Yes.,
Does snow fall in Egypt?,Yes,
When did organized agriculture appear in the Nile Valley?,6000 BC.,
When did organized agriculture appear in the Nile Valley?,About 6000 BC,
Are elephants the largest land animals alive today?,yes,
Are elephants the largest land animals alive today?,yes,
Can an elephant kill a rhinoceros?,yes,
Can an elephant kill a rhinoceros?,yes,
Are elephants good swimmers?,yes,
Are elephants good swimmers?,yes,
How many living species of African Elephants are there?,2,
How many living species of African Elephants are there?,The African Elephant genus contains two (or,
How long may elephants live?,70 years,
How long may elephants live?,As long as 70 years,
Why does the phrase 'elephants never forget' have no metaphorical meaning?,it refers literally to elephants supposedly having an excellent memory,
Why does the phrase 'elephants never forget' have no metaphorical meaning?,Because it refers literally to elephants supposedly having an excellent memory.,
How many living species of Asian Elephants are there?,1,
How many living species of Asian Elephants are there?,one,
How much do elephants weight at birth?,120 kilograms,
How much do elephants weight at birth?,At birth it is common for an elephant calf to weigh 120 kilograms (265 lb).,
What did Aristotle say about elephants?,the beast which pasS08_seth all others in wit and mind,
What did Aristotle say about elephants?,"Aristotle once said the elephant was ""the beast which pasS08_seth all others in wit and mind.""",
Are elephant populations in West Africa generally small and fragmented?,yes,
Are elephant populations in West Africa generally small and fragmented?,Yes,
Is the Asian elephant larger than the African?,no,
Is the Asian elephant larger than the African?,Sometimes,
Is an elephant's skin tough?,yes,
Is an elephant's skin tough?,Yes,
How do elephants communicate over long distances?,by producing and receiving low frequency sound,
How do elephants communicate over long distances?,By producing and receiving low-frequency sound (infrasound),
When do African elephants lie down?,when they are sick or wounded,
How long is the elephant's gestation period?,22 months,
How long is the elephant's gestation period?,22 months,
How many species of African elephants have been proposed?,three,
How many species of African elephants have been proposed?,three,
What are the elephant's ears important for?,temperature regulation,
What are the elephant's ears important for?,temperature regulation,
What land animal has the largest brain?,elephant,
What land animal has the largest brain?,The elephant,
Are elephants mammals?,yes,
Are elephants mammals?,Yes,
Have elephants been used as working animals?,yes,
Have elephants been used as working animals?,Yes,
Do they prefer forested areas?,Yes,
Do they prefer forested areas?,Yes,
What is the world population of Asian elephants?,60000,
What is the world population of Asian elephants?,The world population of Asian elephants – also called Indian Elephants or Elephas maximus – is estimated to be around 60,
What part of an elephant is very important for temperature regulation?,Ears,
What part of an elephant is very important for temperature regulation?,The large flapping ears of an elephant are also very important for temperature regulation.,
Where was the largest elephant ever recorded shot?,Angola,
Where was the largest elephant ever recorded shot?,The largest elephant ever recorded was shot in Angola in 1956.,
Is an Asian elephant smaller than an African elephant?,yes,
Is an Asian elephant smaller than an African elephant?,Yes,
What land animal is larger than an elephant?,None,
What land animal is larger than an elephant?,None,
Has tusklessness become a rare abnormality?,No,
Has tusklessness become a rare abnormality?,No,
Were the treaties signed in 1947 and 1948 with the Ukraine?,no,
Were the treaties signed in 1947 and 1948 with the Ukraine?,No,
Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?,yes,
Is Finnish a member of the Baltic-Finnic subgroup of the Uralic languages?,Yes,
Is the most read newspaper in Finland Taloussanomat?,no,
Is the most read newspaper in Finland Taloussanomat?,No,
Which Russian army general conquered Finland in 1809?,Alexander I,
Which Russian army general conquered Finland in 1809?,Alexander I,
What is the life expectancy for men in Finland?,75 years,
What is the life expectancy for men in Finland?,75 years,
"In what year were the ""Games of the XV Olympiad"" held?",1952,
"In what year were the ""Games of the XV Olympiad"" held?",1952,
What body of water lies to the south of Finland?,the Gulf of Finland,
What body of water lies to the south of Finland?,Archipelago Sea,
Name an animal that is growing in number due to recent conservation efforts,Golden Eagle,
Name an animal that is growing in number due to recent conservation efforts,Golden Eagle,
Today,,
Today,,
Is Matti Vanhanen the Prime Minister of Finland?,yes,
Is Matti Vanhanen the Prime Minister of Finland?,Yes,
Is the capital city Oslo?,no,
Is the capital city Oslo?,No,
Does it have a border with Norway?,yes,
Does it have a border with Norway?,Yes,
What is the life expectancy for men?,75 years,
What is the life expectancy for men?,75 years,
What is the biggest city in Finland?,Greater Helsinki,
What is the biggest city in Finland?,the cities of the Greater Helsinki metropolitan area,
Who is the most popular rock group in Finland?,CMX,
Who is the most popular rock group in Finland?,CMX,
What is Finland's economy like?,a highly industrialised,
Where is Finland located?,Northern Europe,
Where is Finland located?,Northern Europe,
What is the weather like in summer?,relatively warm,
What is the weather like in summer?,relatively warm,
Does salmon remain the favorite of fly rod enthusiasts?,Yes,
Does salmon remain the favorite of fly rod enthusiasts?,Yes,
Are there cathedrals scattered all across Finland?,Yes,
Are there cathedrals scattered all across Finland?,Yes,
According to Reader's Digest,,
According to Reader's Digest,,
When did the first verifiable written documents appear?,Twelfth Century,
When did the first verifiable written documents appear?, The first verifiable written documents appeared in the twelfth century. ,
What is the capital city?,Helsinki,
What is the capital city?,The capital city is Helsinki. ,
What is the most extensively celebrated holiday?,Christmas,
What is the most extensively celebrated holiday?,Christmas is the most extensively celebrated holiday.,
Does a large proportion of the population speak Swedish as its mother tongue?,No,
Do women live longer than men?,Yes,
Do women live longer than men?,Yes,
What is a country with which Finland is involved in an international conflict?,None,
What is a country with which Finland is involved in an international conflict?,Finland is not involved in international conflicts or border disputes. ,
What is Helsinki?,NULL,
What is concentrated in the southern part of the country?,NULL,
What is spoken natively by a 5.5 percent minority?,NULL,
What do jari litmanen and sami hyypiä have in common?,NULL,
Is it true that he composed finlandia in 1899?,NULL,
Is it true that it has borders with sweden?,NULL,
What did Finland join in 1995?,NULL,
Is finnish culture indigenous?,NULL,
Is finnish architecture famous?,NULL,
What situated in Northern?,NULL,
What arrived in Finland?,NULL,
What ceded by Finland?,NULL,
Lunch is what?,NULL,
Who is the autonomous Åland Islands ,,
The earliest people were what?,NULL,
Are Various sporting events popular in Finland ?,NULL,
Are all official holidays in Finland established by acts of Parliament ?,NULL,
Are the people of Finland accustomed to technology and information services ?,NULL,
Was one of the most productive composers of popular music Toivo Kärki ,,
Do 79 percent of the population not use the Internet ?,NULL,
Did the relationship between the Grand Duchy and the Russian Empire not sour when the Russian government made moves to restrict Finnish autonomy ?,NULL,
Is finland ,,
Is the capital city helsinki?,NULL,
Is finland a democratic ,,
Was Ford a member of the House of Representatives?,Yes,
Was Ford a member of the House of Representatives?,yes,
For how long was Ford a member of the House of Representatives?,Over eight years.,
For how long was Ford a member of the House of Representatives?,Ford served for over eight years as the Republican Minority Leader of the United States House of Representatives,
Was Gerald Ford a member of Delta Kappa Epsilon?,Yes,
Was Gerald Ford a member of Delta Kappa Epsilon?,Yes,
"Did ford get an award called ""Congressman's congressman""?",Yes,
"Did ford get an award called ""Congressman's congressman""?",No,
Did ford attend the University of Michigan?,Yes,
Did ford attend the University of Michigan?,Yes,
What positions Ford played in the school football team?,Center and linebacker,
What positions Ford played in the school football team?,Captain,
What did Ford say about his biological father?,He was abusive and had a history of hitting his mother.,
What did Ford say about his biological father?,his biological father was abusive and had a history of hitting his mother,
Who did Ford nominate for Vice President?,Bob Dole,
